発表日（初出）	解ける問題	論文	対象サイズ	見積もりの種類	実験実施	論理量子ビット(q)	物理量子ビット(q)	Toffoli数	Tゲート数	Cliffordゲート数	その他論理ゲート数	深さ/サイクル(count)	実行時間(s)	時空間体積(qubit-days)	デバイス	誤り訂正符号	物理量子ビット種	物理エラー率(fraction)	code distance	cycle/測定時間(s)	reaction time(s)	shot/run(count)	retry risk(fraction)	論理エラー率推定(fraction)	論理エラー率推定根拠	通信・その他仮定	数値根拠	備考	古典計算時間(s)	古典/量子時間比	古典計算仮定	古典計算根拠
2022-10-25	量子シミュレーション / 2d J1-J2 Heisenberg基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	J2/J1=0.5, 8x8, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	4.18e5	NA	NA	NA	NA	NA	2.22e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.3e1	1e-6	NA	2.3e4	NA	1e-13	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 2.22e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / 2d J1-J2 Heisenberg基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	J2/J1=0.5, 8x8, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	3.47e6	NA	NA	NA	NA	NA	1.66e3	NA	NA	surface code + lattice surgery	not specified	1e-3	2.1e1	1e-6	NA	2.3e4	NA	1e-12	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.66e3](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=10, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	4.68e5	NA	NA	NA	NA	NA	6.79e2	NA	NA	surface code + lattice surgery	not specified	1e-3	1.9e1	1e-6	NA	5.45e3	NA	1e-11	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 6.79e2](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=10, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	2.61e7	NA	NA	NA	NA	NA	7.22e1	NA	NA	surface code + lattice surgery	not specified	1e-3	1.7e1	1e-6	NA	5.45e3	NA	1e-10	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 7.22e1](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=160, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	8.72e6	NA	NA	NA	NA	NA	2.41e5	NA	NA	surface code + lattice surgery	not specified	1e-3	2.5e1	1e-6	NA	8.4e4	NA	1e-14	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 2.41e5](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=160, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	7.08e8	NA	NA	NA	NA	NA	1.49e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.3e1	1e-6	NA	8.4e4	NA	1e-13	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.49e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=20, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	9.49e5	NA	NA	NA	NA	NA	3.10e3	NA	NA	surface code + lattice surgery	not specified	1e-3	2.1e1	1e-6	NA	1.07e4	NA	1e-12	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 3.10e3](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=20, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	6.27e7	NA	NA	NA	NA	NA	2.65e2	NA	NA	surface code + lattice surgery	not specified	1e-3	1.9e1	1e-6	NA	1.07e4	NA	1e-11	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 2.65e2](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=320, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	2e7	NA	NA	NA	NA	NA	1.04e6	NA	NA	surface code + lattice surgery	not specified	1e-3	2.7e1	1e-6	NA	1.68e5	NA	1e-15	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.04e6](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=320, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	1.67e9	NA	NA	NA	NA	NA	6.34e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.5e1	1e-6	NA	1.68e5	NA	1e-14	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 6.34e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=40, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	2.04e6	NA	NA	NA	NA	NA	1.37e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.3e1	1e-6	NA	2.12e4	NA	1e-13	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.37e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=40, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	1.23e8	NA	NA	NA	NA	NA	8.73e2	NA	NA	surface code + lattice surgery	not specified	1e-3	1.9e1	1e-6	NA	2.12e4	NA	1e-11	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 8.73e2](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=80, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	3.82e6	NA	NA	NA	NA	NA	5.52e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.3e1	1e-6	NA	4.21e4	NA	1e-13	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 5.52e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / spin-1 Heisenberg chain基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	S=1 chain, N=80, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	2.97e8	NA	NA	NA	NA	NA	3.68e3	NA	NA	surface code + lattice surgery	not specified	1e-3	2.1e1	1e-6	NA	4.21e4	NA	1e-12	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 3.68e3](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / 2d Fermi-Hubbard基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	U/t=4, 10x10, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	8.86e5	NA	NA	NA	NA	NA	1.05e5	NA	NA	surface code + lattice surgery	not specified	1e-3	2.5e1	1e-6	NA	8.38e4	NA	1e-14	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.05e5](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	1e9	NA	DMRG classical runtime estimate for 10x10, eps=0.01; text states about 1e9 seconds for 2d Fermi-Hubbard	古典DMRG時間: [10x10では2d Heisenbergが約1e5 s、2d Fermi-Hubbardが約1e9 s](https://arxiv.org/pdf/2210.14109#page=6)
2022-10-25	量子シミュレーション / 2d Fermi-Hubbard基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	U/t=4, 10x10, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	5.42e6	NA	NA	NA	NA	NA	1.46e4	NA	NA	surface code + lattice surgery	not specified	1e-3	2.5e1	1e-6	NA	8.38e4	NA	1e-14	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 1.46e4](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	1e9	NA	DMRG classical runtime estimate for 10x10, eps=0.01; text states about 1e9 seconds for 2d Fermi-Hubbard	古典DMRG時間: [10x10では2d Heisenbergが約1e5 s、2d Fermi-Hubbardが約1e9 s](https://arxiv.org/pdf/2210.14109#page=6)
2022-10-25	量子シミュレーション / 2d Fermi-Hubbard基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	U/t=4, 4x4, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(1,1)	0	NA	2.72e5	NA	NA	NA	NA	NA	2.02e3	NA	NA	surface code + lattice surgery	not specified	1e-3	2.1e1	1e-6	NA	1.26e4	NA	1e-12	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=1; #thread=1; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 2.02e3](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
2022-10-25	量子シミュレーション / 2d Fermi-Hubbard基底状態エネルギー推定	[Yoshioka et al. 2022 Table S12](https://arxiv.org/pdf/2210.14109#page=55)	U/t=4, 4x4, eps=0.01	qubitization QPE / actual runtime, (nF,#thread)=(16,16)	0	NA	3.24e6	NA	NA	NA	NA	NA	2.99e2	NA	NA	surface code + lattice surgery	not specified	1e-3	2.1e1	1e-6	NA	1.26e4	NA	1e-12	Derived from Yoshioka et al. 2022 Eq. (S79): p_log = 0.1*(p/p_th)^((d+1)/2), using p/p_th=0.1; per logical operation/round estimate used to choose code distance.	nF=16; #thread=16; magic-state factory area AF=176; tbeat=tcycle*d; Clifford+T formalism; surface code + lattice surgery; physical error rate 1e-3; surface code cycle time 1us; no specific physical qubit modality assigned in this paper entry	実行時間: [Table S12 Runtime [sec] = 2.99e2](https://arxiv.org/pdf/2210.14109#page=55); 物理仮定: [surface code, p=1e-3, code cycle 1us; no modality named](https://arxiv.org/pdf/2210.14109#page=7)	Table S12のend-to-end見積もり。runtimeはT-depthに基づく。物理量子ビット数はfloor planとmagic-state factoryを含む詳細見積もり。 状態準備: QPEコストをCSP+CHS+CQFTと分け、対象模型ではAdiabatic State Preparation (ASP) 等の状態準備コストCSPはHamiltonian simulationコストCHSより小さいとして扱う。H0の基底状態は効率的に準備可能と仮定し、Table S12のruntimeは主にqubitization QPEのactual runtime。	NA	NA	NA	NA
